,ID,Members,cables,frequency,from,name,operator,operator:wikidata,operator:wikipedia,route,to,type,voltage,wires,colour,note,via,ref,fixme,old_operator,old_name,note:de,operator:abbr,via:2,capacity,name:de,ref:1,operator:short,rating,wikidata,wikipedia,fre,network,source
309,1101997,"['42488855', '42488862', '125579109', '263112110', '125119301', '141030672', '753667719', '392633514', '138683610', '138686525', '138683612', '865722671', '34156849', '138683611', '865722672', '107360151', '865722674']",3,50, ,Lippborg - Meschede,Westnetz, , ,power, ,route,110000, ,yellow, , , , , , , , , , , , , , , , , , , 
310,1101998,"['633869599', '632805564', '239511716', '47362323', '47362321']",3,50, ,Bollenacker Süd,RWE,Q138133,de:RWE,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
311,1101999,"['24267119', '41311607', '141161431', '116050396', '24839976']",3,50,Frimmersdorf,Frimmersdorf 3c,Amprion,Q477318,de:Amprion,power,Rommerskirchen,route,220000,quad;double,white, , , , , , , , , , , , , , , , , , , 
312,1102000,"['111356093', '23098848', '925100283', '925100282', '33382745', '109195937', '24841789', '116050407', '24841695', '111356082', '23084554', '24840439']",3,50,Niederaußem,Niederaußem 2b,Amprion,Q477318,de:Amprion,power,Brauweiler,route,220000,double,violet, , , , , , , , , , , , , , , , , , , 
313,1102001,"['89766739', '28069153', '71372464', '59607185', '59607184', '71372468', '59607181', '59167806', '766752044', '766752045', '24479457', '25091074']",2,16.7,Duisburg,Duisburg - Sw Kirchhellen/Abzw Essen 1,DB Energie GmbH, , ,power,Sw Kirchhellen,route,110000,single, , ,Essen, , , , , , , , , , , , , , , , , 
314,1102002,"['23692543', '54002619', '36272198', '906689900', '87752731']",2,16.7,Wickrath,Wickrath - Stolberg 2,DB Energie GmbH,Q1152043,de:DB Energie,power,Stolberg,route,110000, , , , ,2, , , , , , , , , , , , , , , , 
315,1102003,"['57862861', '57862865', '25544191', '28442013']",3,50, ,Roddergrube Ost,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
316,1102004,"['23084554', '22746955', '85928840', '701960055', '701960056', '22690852']",3,50,Brauweiler,Bocklemünd Nord,Amprion,Q477318,de:Amprion,power,Bocklemünd,route,220000,double,red, , , , , , , , , , , , , , , , , , , 
317,1102005,"['114662257', '28132574', '25062042', '26291794']",3,50, ,Rosendelle Nord,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
318,1102006,"['633869599', '632805564', '239511716', '47362323', '47362322']",3,50, ,Bollenacker Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
319,1102007,"['41311607', '24267119']",3,50, ,Frimmersdorf 1a,Amprion, , ,power, ,route,220000,double, , , , , , , , , , , , , , , , , , , , 
320,1102008,"['111356105', '111356099', '111356082', '24841695', '116050407', '109195942', '33382745', '925100280', '23098849', '925100281', '23084554', '24840439']",3,50, ,Niederaußem 1a,Amprion,Q477318,de:Amprion,power, ,route,220000,double,red, , , , , , , , , , , , , , , , , , , 
321,1102009,"['46934727', '362340938', '174791786', '126881376', '29087037', '87322407', '87322404', '87322402']",2,16.7,Remagen,Remagen - Orscheid 1,DB Energie GmbH, , ,power,Orscheid,route,110000,single, , , , , , , , , , , , , , , , , , , , 
322,1102010,['23072322'],3,50, ,Frechen West,RWE,Q138133,de:RWE,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
323,1102011,"['28452784', '137379591', '66676624', '32039014', '975342352', '284926333', '284926334', '31340828', '284925711', '284925715', '921080508', '70807478', '833272821', '31340902']",3,50, ,Derne - Pöppinghausen Süd,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
324,1102012,"['25091074', '25091140', '29461977', '59608131', '29461975']",2,16.7,Kirchhellen,Sw Kirchhellen - Marl 1,DB Energie GmbH, , ,power,Marl,route,110000,single, , , , , , , , , , , , , , , , , , , , 
325,1102013,"['95434457', '141161426', '41269360', '76371595', '1088355841', '207490449', '1088355842', '24267175']",3,50, ,Krahwinkel Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
326,1102014,"['24839976', '59584543', '325327279', '116050405', '24840438', '111356097', '24840439']",3,50,Niederaußem,Niederaußem 7g,Amprion,Q477318,de:Amprion,power,Rommerskirchen,route,380000,quad;double,white, , , , , , , , , , , , , , , , , , , 
327,1102015,"['28442445', '500214517', '500214515', '28594861', '170350103', '28594986', '28878186', '48174409', '329764758', '329764761', '500214523', '25331495']",2,16.7,Düsseldorf,Düsseldorf - Gerresheim 2,DB Energie GmbH,Q1152043,de:DB Energie,power,Gerresheim,route,110000,single, , , ,2, , , , , , , , , , , , , , , , 
328,1102016,"['28442013', '57862861', '57862865', '35971539', '201956118', '991635465', '92186550', '26593922', '26928877', '33219390', '95346140', '23104138', '23084554', '24756424', '95346117', '109195941', '95346129', '34171463']",3,50, ,Grefrath Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
329,1102017,"['1088724825', '25544160']",3,50, ,Kierdorf Süd,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
330,1102018,"['24267175', '1088355812', '94059593', '32433650', '94059567', '94059599']",3,50, ,Westfeld 1a,RWE,Q138133,de:RWE,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
331,1102019,"['25331495', '31143512', '500214524', '362059619', '23141659', '28360527', '28360293', '48178952', '48178951', '284713613', '284713612', '87493551', '766727725', '766727728', '435714947']",2,16.7,Gerresheim,Gerresheim - Hagen 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Hagen,route,110000,single, , , , , , , , , , , , , , , , , , , , 
332,1102020,['22772709'],3,50, ,Gleuel Ost,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
333,1102021,"['23084554', '23098849', '925100281', '925100280', '33382745', '109195942', '116050401', '116050411', '24841695', '111356113', '111356107', '32993727', '111356086', '24840439']",3,50,Brauweiler,Niederaußem 3c,Amprion,Q477318,de:Amprion,power,Niederaußem,route,220000,double,white, ,Niederaußem, , , , , , , , , , , , , , , , , 
334,1102022,"['89774171', '174929805', '174929804', '28632123', '284701564', '284701565', '115613721', '52836591', '52836620', '52836538', '766727726', '31143512', '506134102']",2,16.7,Hagen,Finnentrop - Hagen 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Finnentrop,route,110000,single, , , , , , , , , , , , , , , , , , , , 
335,1102023,"['25544191', '57862865', '57862858', '28442013']",3,50, ,Roddergrube West,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
336,1102024,"['1088724825', '25544160']",3,50, ,Kierdorf Nord,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
337,1102025,"['52698907', '53544327', '284965426', '284965425', '109563297', '275138481', '275138487', '500519286']",2,16.7,Dortmund,Dortmund - Datteln 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Datteln,route,110000,double;single, , , , , , , , , , , , , , , , , , , , 
338,1102026,"['35328752', '35328754', '548366996', '79174511', '201775652', '201775653', '112551555', '24531060', '354643395', '24479984', '24531710']",3,50, ,Neukirchen Ost,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
339,1102028,"['41311607', '24267119']",3,50, ,Frimmersdorf 2b,Amprion, , ,power, ,route,220000,double, , , , , , , , , , , , , , , , , , , , 
340,1102029,"['23131095', '24686694', '701960068', '22746977', '109189025', '114697080']",3,50, ,Dormagen West,RWE,Q138133,de:RWE,power, ,route,110000,double;single,yellow, , , , , , , , , , , , , , , , , , , 
341,1102039,"['29077623', '1094055465', '42920621', '219916759', '69990799', '72658476', '72658482', '72658480', '152752476']",3,50, ,Hüls Ost,Westnetz, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
342,1102240,"['60869539', '113689844', '60869540', '25314941', '25314891', '61733763', '25027016', '113546936']",3,50, ,Leithe West,RWE,Q138133, ,power, ,route,110000,double,upper half yellow; lower half green, , , , , , , , , , , , , , , , , , , 
343,1102891,"['156917482', '74267293', '74671836', '156917484', '35763481']",3,50, ,Annen - Witten Süd,Aktiengesellschaft für Versorgungsunternehmen,Q422118, ,power, ,route,110000,single, , , , , , , , ,AVU, , , , , , , , , , , 
344,1102892,"['24839976', '59584551', '325327281', '109195940', '109195941', '95346140', '95346122', '95346128', '109195936', '79174487', '118416323', '118416311', '26927264']",3,50,Rommerskirchen,Paffendorf Süd,Amprion,Q477318,de:Amprion,power,Paffendorf,route,380000,quad,violet, , , , , , , , , , , , , , , , , , , 
345,1102911,"['870598505', '26593932', '30281036', '909772766', '80130019', '143069423', '143069425', '143069429', '473786692', '31450986', '93544384', '77280697', '93544388']", ,50, ,Lindern Ost,RWE, , ,power, ,route,110000,double, , , , , , , , , , , , , , , , , , , , 
346,1103880,"['31111705', '364376981', '364376985', '364376983', '364376984']",6,50, ,Mehlem Nord+Süd,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
347,1105186,"['23192640', '113802070', '113800619', '754189876', '28360384', '799456989', '28360671', '87767105', '87767090', '89932043', '818037115', '125722279', '89932048', '89932045', '89932047']",3,50, ,Neanderthal West,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,yellow with black dot, , , , , , , , , , , , , , , , , , , 
348,1105187,"['27092940', '28883295', '185849924', '91220108', '113802069']",3,50, ,Hassels Süd,RWE,Q138133,de:RWE,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
349,1105188,"['23192640', '28594681', '113800619', '754189876', '28360384', '799456989', '28360671', '87767105', '87767090', '89932043', '818037115', '125722278', '89932048', '89932045', '89932047']",3,50, ,Neanderthal Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,upper half red;lower half white, , , , , , , , , , , , , , , , , , , 
350,1105189,"['49577401', '140176894', '161242257', '23192640', '113800048', '113800051', '28883295', '185849924', '28594998', '152297163', '23140544']",3,50,Eller,Eller West,Amprion,Q477318,de:Amprion,power,Stankt Peter,route,220000,single,yellow, ,Reisholz, , , , , , , , , , , , , , , , , 
351,1105190,"['185849924', '91220108', '113802071']",3,50, ,Hassels Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
352,1108742,"['113689847', '60869539', '60869540', '25314941', '25314891', '61733763', '25027016', '113546936']",3,50, ,Leithe Ost,RWE,Q138133, ,power, ,route,110000,double,upper half red; lower half yellow, , , , , , , , , , , , , , , , , , , 
353,1108784,"['25038466', '148119396', '70691556', '71503498', '148976226', '201144785', '58404256', '23067006']",3,50, ,Schalke Nord,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
354,1108785,"['25051819', '70691558', '25092955', '25092903']",3,50, ,Nordstern West,RWE,Q138133,de:RWE,power, ,route,110000,single, , , , ,Farbe gelb oder gelb-grün, , , , , , , , , , , , , , , 
355,1108786,"['25038466', '148119396', '70691556', '71503498', '148976226', '201144785', '58404270', '23067006']",3,50, ,Schalke Süd,RWE, , ,power, ,route,110000,single,upper half green;lower half white, , , , , , , , , , , , , , , , , , , 
356,1108787,"['25038466', '148119396', '70691556', '25051701', '25051880']",3,50, ,Hessler Süd,RWE,Q138133,de:RWE,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
357,1109592,"['52705439', '284926867', '53544573', '53544571', '53544569', '32516198', '920238829', '52705458']",3,50, ,Dorstfeld - Knepper Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,double,black, , , , , , , , , , , , , , , , , , , 
358,1109593,"['32472806', '52697820', '952589167', '52697813', '109505612', '109504653', '284925904', '810436584', '275138524']",3,50,Mengede,Datteln West,Amprion GmbH, , ,power,Datteln,route,380000,quad,yellow, , , , , , , , , , , , , , , , , , , 
359,1109594,"['53584021', '833272819', '57682936', '24414688']",3,50, ,Dortmund Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
360,1109595,"['32472806', '52697819', '952589168', '52697813', '109505612', '32466588', '284925905', '109505609', '121199251', '641325191', '641325192', '121199243', '121199247', '42509126', '42508055', '123170766', '123077084', '123078489', '952594479', '952594482']",3,50,Mengede,Mengede Nord,Amprion,Q477318,de:Amprion,power,Gersteinwerk,route,380000,quad,white, , , , , , , , , , , , , , , , , , , 
361,1109596,"['4670340', '24415006', '42508055', '123170766', '123077084', '123078488', '952594478', '952594482']",3,50,Bergkamen A,Bergkamen A,Amprion, , ,power,Gersteinwerk,route,380000,quad,green,Endpunkt 2010 von Mengede nach Gersteinwerk umgelegt, , , , , , , , , , , , , , , , , , 
362,1109597,"['53584021', '833272818', '57682936', '24414688', '1685857']",3,50, ,Dortmund Süd,RWE,Q138133,de:RWE,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
363,1109598,"['24850814', '52693002', '24850727', '833272821']",3,50, ,Derne - Eving,RWE,Q138133,de:RWE,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
364,1109599,"['32472806', '52697812', '952589170', '52697814', '109505612', '109504653', '284925904', '810436582', '275138524']",3,50,Mengede,Datteln Ost,Amprion GmbH, , ,power,Datteln,route,380000,quad,blue, , , , , , , , , , , , , , , , , , , 
365,1109600,"['952594482', '42507488', '952594481', '42507485', '952594450', '123075435', '42858363', '24414666', '24414688']",3,50,Gersteinwerk,Wambel Ost,Amprion,Q477318,de:Amprion,power,Wambel,route,220000,double,white, , , , , , , , , , , , , , , , , , , 
366,1109601,"['24850814', '52693006', '24850585', '920208117', '53560655', '920178535', '53560666', '53560654', '833272821']",3,50, ,Derne - Hafen,RWE,Q138133,de:RWE,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
367,1109607,"['24921206', '70807815', '81354084', '81354098', '70807812', '70807802', '70807753', '24479533', '71503597', '70814149', '118913157', '24280460']",3,50,Büscherhof,Essen West,Amprion, , ,power,Nordlicht,route,380000,quad,violet, , , , , , , , , , , , , , , , , , , 
368,1109608,"['70807738', '70807740', '70807735', '70807732']",3,50, ,Sulterkamp Tr15,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
369,1109609,"['22943608', '25090058', '42920875', '42920883', '42920880', '42920885', '283935356', '25089288', '25088811', '25088919', '72658453', '60882522', '72658449', '70807753', '70807802', '917545620', '70807812', '81354098', '81354084', '81354085', '156501299', '24921206']",3,50,Scholven,Scholven E,Amprion, , ,power,Büscherhof,route,220000,quad;double,green,"in Gladbeck double, in Bottrop quad", , , , , , , , , , , , , , , , , , 
370,1109610,"['22944791', '25088811', '25088919', '72658453', '60882522', '72658449', '70807753', '70807802', '917545620', '70807805', '70807808', '81354098', '81354084', '81354085', '156501296', '24921206']",3,50,Bergmannsglück,Buer Süd,Amprion, , ,power,Büscherhof,route,220000,quad;double,blue,"in Gladbeck double, in Bottrop quad", , , , , , , , , , , , , , , , , , 
371,1109611,"['245844878', '243612832', '71503607', '70807762', '70807763', '70807756', '70807758']",3,50, ,Moltke West,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
372,1109612,"['70807809', '70807805', '70807804']",3,50, ,Prosper Süd,RWE, , ,power, ,route,110000,single,upper half green; lower half orange, , , , , , , , , , , , , , , , , , , 
373,1109613,"['70807737', '70807740', '70807735', '70807732']",3,50, ,Sulterkamp Tr16,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
374,1109614,"['70807804', '70807805', '70807802', '70807753', '70807755', '70807756', '70807758']",3,50, ,Welheim West,RWE, , ,power, ,route,110000,single,upper half yellow; lower half green, , , , , , , , , , , , , , , , , , , 
375,1109615,"['70807748', '991428892', '25454257', '991428890', '81354098', '81354095', '25062042', '114666359', '103407926', '81354101', '81354082', '70807739', '70807733', '70807808', '25454252', '71337072']",3,50, ,Thyssen Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,double;single,upper half red;lower half white, , , , , , , , , , , , , , , , , , , 
